,train_trial,train_block,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,1.0,1.0,0.139351593264,0.302482061257,0.138193457727,0.0561914614354,0.780875893414,0.00872036655162,0.361953466313,0.442420778835,0.949679173675,0.955012966354,0.405243792295,0.20325345607,0.392517849988,0.809999049472,0.327469931442,0.634881045756,0.199056671141,0.410718055529,0.474002037481,0.0140341568589,0.316269433691,0.516099876745,0.974978288033,0.253488773515,0.93063307253,0.757574017923,0.224542678278,0.668113921956,0.980906341415,0.0393991840337
1,1.0,2.0,0.964205752754,0.493262385168,0.990157199466,0.363834482083,0.611663959382,0.778491350277,0.877340196162,0.714457047318,0.209179709094,0.496928253808,0.571959592326,0.749049739518,0.94522142095,0.153310813226,0.676180368095,0.0517838863939,0.405973264051,0.0989468426984,0.671912916052,0.597635147593,0.154806964674,0.940101062021,0.668774926782,0.113219521416,0.454316618882,0.925577342691,0.430445237663,0.568021117116,0.0249732715098,0.407448845181
2,1.0,3.0,0.996060764356,0.113288035004,0.550826115596,0.655081068277,0.72448553562,0.276587814769,0.307156116828,0.00763673835652,0.591360685279,0.96900135106,0.231231606339,0.823736471051,0.633870341462,0.48430734143,0.440529015896,0.631595137381,0.797661982954,0.401079177895,0.639983900147,0.943167390104,0.218375244301,0.856016513393,0.0521606117718,0.224102661686,0.262176577337,0.98345875877,0.117774562241,0.228857537162,0.404388336228,0.276488956121
3,1.0,4.0,0.369511652449,0.620647224107,0.260239445791,0.214376925091,0.218467422617,0.0198606532873,0.907510742629,0.49339556109,0.877606579862,0.292132737794,0.681387890518,0.655649180901,0.735373434399,0.0862263090469,0.882110807651,0.382585977471,0.892793328666,0.046819018958,0.0271840696693,0.39354030041,0.67860956051,0.999766273848,0.709992699734,0.365961316648,0.925556231152,0.29460219208,0.280018080016,0.00990956367145,0.352356503963,0.702487473353
4,1.0,5.0,0.535180169305,0.211412172948,0.310208296727,0.227798425719,0.993430609431,0.0161938064329,0.729519348971,0.741444577988,0.799300739233,0.800216663609,0.182463250381,0.298169019417,0.589018973382,0.0791665193059,0.85449377312,0.16513517314,0.389751070268,0.0259180011117,0.904773840513,0.429620668685,0.0952318982275,0.677473839061,0.437537340329,0.613535729777,0.89177788765,0.018582472287,0.310227691573,0.0793016515561,0.670625321813,0.394304424496
5,1.0,6.0,0.396075707258,0.423658915377,0.357776580935,0.755977620765,0.306188657458,0.352742732872,0.463766283166,0.271586376291,0.556964208712,0.675718027435,0.38310359459,0.214282495452,0.170811567825,0.794914853121,0.86272958369,0.351527226481,0.27535672369,0.455514218856,0.529801695825,0.247796126553,0.48287578691,0.739751968382,0.732155235213,0.546958209635,0.913543090202,0.864099497745,0.15093213414,0.27527456908,0.280017903175,0.761072185977
6,1.0,7.0,0.391710280099,0.141520183377,0.850134877384,0.558937193423,0.250529870336,0.84683630868,0.135900825023,0.329346229003,0.461498382669,0.00670987129803,0.268800453743,0.848254011245,0.435706354539,0.859623938977,0.512003216685,0.420309313935,0.33566539506,0.701061073161,0.146861595556,0.880712702149,0.635423644135,0.957249925113,0.60622730153,0.716391114554,0.657481360385,0.28284567287,0.355370984062,0.579426131233,0.968658282771,0.488482158711
7,1.0,8.0,0.087508088151,0.900671040755,0.272133838209,0.406795261713,0.343674047948,0.0471524378472,0.553494130401,0.315064929922,0.283054674363,0.369827843023,0.000781146484998,0.340597171396,0.97047076987,0.865101216001,0.626920952133,0.353512990421,0.165334548612,0.507589525173,0.596551101873,0.125435472007,0.946106673987,0.375133018996,0.18679046057,0.991795051031,0.813197093732,0.343807194313,0.436188855245,0.467298954559,0.849280546889,0.883855661552
8,1.0,9.0,0.979315055639,0.303184569586,0.0543850050653,0.621599203511,0.545000787096,0.709532380201,0.378147061212,0.0278594990345,0.747164072158,0.82220167583,0.140671480604,0.143120731971,0.372128851287,0.206635602246,0.536939304801,0.11882297298,0.383489566779,0.691163514238,0.819192323343,0.778998852557,0.145405722368,0.813744314512,0.360658315159,0.38535631013,0.761565297207,0.880405184898,0.27176663566,0.444429020069,0.872138128216,0.412137172619
9,1.0,10.0,0.906824539122,0.620101927574,0.280341857569,0.174495505944,0.572097451135,0.776440020506,0.693073296533,0.863521957512,0.957069619648,0.320053192388,0.332838686853,0.750975469978,0.775453004949,0.0282513830551,0.959680934602,0.753438120384,0.857680302927,0.416918117885,0.85355650817,0.724081611737,0.458486831656,0.664928924726,0.18190418127,0.760263301198,0.822595480866,0.6458768854,0.707545976372,0.956119534489,0.638574818168,0.935648897293
10,2.0,1.0,0.741451054567,0.926324029071,0.0197915562228,0.512970584414,0.751510302937,0.539292005435,0.862418337297,0.573550467424,0.327138482048,0.940853325319,0.377380707257,0.166833006825,0.478566109014,0.312466960705,0.850467395136,0.959611590489,0.896055620832,0.710229296724,0.725489734316,0.867665238998,0.00196232028791,0.0835841597986,0.179178220013,0.203423218373,0.822794140781,0.332176879643,0.0673506274356,0.994764963666,0.672698866741,0.860557262274
